sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
1798,Not a smell,0.95,No Change,real width of just text,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1799,Not a smell,0.95,No Change,for plain label each line has only one str,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1800,Not a smell,0.95,No Change,right-align RTL text,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1801,Task,0.9,Remove,right left justify  divide left over space between `spaces`  TODO implement a better method of stretching glyphs?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1802,Obvious,0.95,Remove,"number spaces needed to fill, and remainder",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1803,Not a smell,0.95,No Change,there's no trailing space when justify is selected,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1804,Misleading,0.82,Rewrite,"words: every even index is spaces, just add ltr n spaces","Even indices: text, odd indices: spaces. Add n spaces to the spaces between words.",repaired,"Original comment said even indices are spaces, but code adds spaces at odd indices.",evaluation,deepseek-v3
1805,Not a smell,0.9,No Change,"render the last word at the edge, also add it to line",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1806,Obvious,0.9,Remove,word was stretched,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1807,Obvious,0.95,Remove,the line occupies full width,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1808,Not a smell,0.95,No Change,there was no text to render,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1809,Not a smell,0.95,No Change,"the real size of text, not texture",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1810,Not a smell,0.6,No Change,pos in the texture,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1811,Obvious,0.95,Remove,get data from provider,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1812,Not a smell,0.95,No Change,"If the text is 1px width, usually, the data is black.  Don't blit that kind of data, otherwise, you have a little black bar.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1813,Vague,0.9,Rewrite,pos of newline,Index of newline near middle for vertical centering,repaired,Original comment vague; clarified purpose for centering layout,evaluation,deepseek-v3
1814,Not a smell,0.9,No Change,"if a newline split text, render from center down and up til uh",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1815,Obvious,0.9,Remove,layout from center down until half uh,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1816,Not a smell,0.95,No Change,now layout from center upwards until uh is reached,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1817,Obvious,0.9,Remove,"if there's no new line, layout everything",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1818,Obvious,0.9,Remove,top or bottom,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1819,Not a smell,0.9,No Change,"second pass, render for real",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1820,Not a smell,0.7125,No Change,"first pass, calculating width/height",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1821,Obvious,0.95,Remove,"if no text are rendered, return nothing.",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1822,Not a smell,0.85,No Change,create a delayed texture,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1823,Obvious,0.8,Rewrite,Load the appropriate provider,Build list of available text providers and select the appropriate one,repaired,Original comment is obvious; rewrite provides slightly more context about building and selecting.,evaluation,deepseek-v3
1824,Task,0.95,Remove,FIXME: Better way to do this,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1825,Not a smell,0.95,No Change,"For the first initialization, register the default font",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1826,Obvious,0.95,Rewrite,check whether obj should not be cached first,# Skip caching for objects that opt out via _nocache attribute.,repaired,Rewrote obvious comment to provide brief explanation of the purpose.,evaluation,deepseek-v3
1827,Not a smell,0.95,No Change,This check is added because of the case when key is None and  one of purge methods gets called. Then loop in purge method will  call Cache.remove with key None which then clears entire  category from Cache making next iteration of loop to raise a  KeyError because next key will not exist.  See: https://github.com/kivy/kivy/pull/6950,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1828,Not a smell,0.95,No Change,"XXX got a lag ! that may be because the frame take lot of  time to draw. and the timeout is not adapted to the current  framerate. So, increase the timeout by two.  ie: if the timeout is 1 sec, and framerate go to 0.7, newly  object added will be automatically trashed.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1829,Obvious,0.95,Remove,take the object timeout if available,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1830,Obvious,0.9,Remove,"no timeout, cancel",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1831,Obvious,0.95,Rewrite,install the schedule clock for purging,Schedule periodic purge of timed-out cache entries.,repaired,Original comment is too obvious and uses unclear phrasing; repair clarifies the action and purpose.,evaluation,deepseek-v3
1832,Obvious,0.9,Remove,: Width of the rect,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1833,Obvious,0.95,Remove,: Height of the rect,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1834,Not a smell,0.95,No Change,defer on_release until ripple_fade has completed,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1835,Not a smell,0.95,No Change,ensure ripple animation completes if disabled gets set to True,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1836,Not a smell,0.98,No Change,install_twisted_rector must be called before importing and using the reactor,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1837,Obvious,0.85,Rewrite,check that all the events match,"Check that pre, applied, and post events satisfy all assertions for each widget.",repaired,"Rewrote the obvious comment to specify the event types and purpose, providing more clarity.",evaluation,deepseek-v3
1838,Not a smell,0.95,No Change,check that the ids are properly saved during on_kv_post dispatch,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1839,Obvious,0.92,Rewrite,check that the root widget is as expected,"Verify that the root widget instance (__self__) matches the expected root widget instance, ensuring correct widget hierarchy.",repaired,Original comment was obvious; rewrote to specify the attribute check and purpose.,evaluation,deepseek-v3
1840,Obvious,0.9,Rewrite,check that the base widget is as expected,# Confirm base widget identity (__self__) matches expected,repaired,Rewrite to clarify the assertion and avoid obvious restatement of code,evaluation,deepseek-v3
1841,Obvious,0.95,Remove,check that the properties have expected values,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1842,Obvious,0.95,Rewrite,make a copy of the ids at the current moment,Capture a snapshot of the current ids.,repaired,Rewritten to be concise while faithfully describing the code action.,evaluation,deepseek-v3
1843,Not a smell,0.95,No Change,python 2,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1844,Not a smell,0.95,No Change,Use Kv because RecycleView cannot be constructed from python,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1845,Beautification,0.95,Remove,|---|  | 0 |  |---|,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1846,Not a smell,0.95,No Change,|---|---|---|  | 0 | 1 | 2 |  |---|---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1847,Not a smell,0.95,No Change,|---|---|---|  | 2 | 1 | 0 |  |---|---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1848,Not a smell,0.95,No Change,|---|  | 0 |  |---|  | 1 |  |---|  | 2 |  |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1849,Not a smell,0.95,No Change,|---|  | 2 |  |---|  | 1 |  |---|  | 0 |  |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1850,Not a smell,0.95,No Change,|---|---|  | 0 | 1 |  |---|---|  | 2 |  |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1851,Not a smell,0.92,No Change,|---|  | 2 |  |---|---|  | 0 | 1 |  |---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1852,Not a smell,0.9,No Change,|---|---|  | 1 | 0 |  |---|---|      | 2 |      |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1853,Not a smell,0.95,No Change,|---|      | 2 |  |---|---|  | 1 | 0 |  |---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1854,Not a smell,0.95,No Change,|---|---|  | 0 | 2 |  |---|---|  | 1 |  |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1855,Not a smell,0.95,No Change,|---|---|  | 2 | 0 |  |---|---|      | 1 |      |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1856,Not a smell,0.8,No Change,|---|  | 1 |  |---|---|  | 0 | 2 |  |---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1857,Not a smell,0.95,No Change,|---|      | 1 |  |---|---|  | 2 | 0 |  |---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1858,Not a smell,0.95,No Change,mypy error: error: Module 'sklearn.svm' has no attribute '_libsvm'  (and same for other imports),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1859,Not a smell,0.85,No Change,get 1vs1 weights for all n*(n-1) classifiers.  this is somewhat messy.  shape of dual_coef_ is nSV * (n_classes -1)  see docs for details,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1860,Task,0.85,Remove,XXX we could do preallocation of coef but  would have to take care in the sparse case,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1861,Misleading,0.855,Rewrite,SVs for class1:,SVs for class2:,repaired,The comment incorrectly said 'class1' when the code assigns support vectors for class2.,evaluation,deepseek-v3
1862,Misleading,0.95,Rewrite,SVs for class1:,SVs for class2:,repaired,Comment incorrectly says 'class1' for sv2 which is SVs for class2.,evaluation,deepseek-v3
1863,Not a smell,0.95,No Change,dual coef for class1 SVs:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1864,Obvious,0.9,Rewrite,dual coef for class2 SVs:,# Dual coefficients for class2 support vectors in the (class1 vs class2) classifier.,repaired,Added context indicating which classifier pair these coefficients belong to.,evaluation,deepseek-v3
