sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
1824,Task,0.95,Remove,FIXME: Better way to do this,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1825,Not a smell,0.675,No Change,"For the first initialization, register the default font",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1826,Obvious,0.95,Rewrite,check whether obj should not be cached first,Return early if the object has the _nocache flag set.,repaired,Obvious comment rephrased for clarity and directness.,evaluation,deepseek-v3
1827,Not a smell,0.95,No Change,This check is added because of the case when key is None and  one of purge methods gets called. Then loop in purge method will  call Cache.remove with key None which then clears entire  category from Cache making next iteration of loop to raise a  KeyError because next key will not exist.  See: https://github.com/kivy/kivy/pull/6950,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1828,Not a smell,0.9,No Change,"XXX got a lag ! that may be because the frame take lot of  time to draw. and the timeout is not adapted to the current  framerate. So, increase the timeout by two.  ie: if the timeout is 1 sec, and framerate go to 0.7, newly  object added will be automatically trashed.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1829,Obvious,0.95,Remove,take the object timeout if available,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1830,Obvious,0.95,Remove,"no timeout, cancel",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1831,Obvious,0.9,Rewrite,install the schedule clock for purging,Schedule periodic cache purging by timeout every 1 second.,repaired,Rewrote obvious comment to clarify the purpose (purge by timeout) and interval (1 second) instead of merely restating the scheduling.,evaluation,deepseek-v3
1832,Obvious,0.95,Remove,: Width of the rect,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1833,Not a smell,0.95,No Change,: Height of the rect,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1834,Not a smell,0.92,No Change,defer on_release until ripple_fade has completed,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1835,Not a smell,0.95,No Change,ensure ripple animation completes if disabled gets set to True,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1836,Not a smell,0.95,No Change,install_twisted_rector must be called before importing and using the reactor,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1837,Obvious,0.9,Remove,check that all the events match,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1838,Not a smell,0.95,No Change,check that the ids are properly saved during on_kv_post dispatch,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1839,Obvious,0.9,Rewrite,check that the root widget is as expected,check that the root widget is as expected,fallback_original,"Comment merely restated the code, so it was removed.",evaluation,deepseek-v3
1840,Obvious,0.95,Rewrite,check that the base widget is as expected,Verify base widget identity and name match expectations.,repaired,Original comment merely restated the code; revised to specify the exact checks (identity and name).,evaluation,deepseek-v3
1841,Obvious,0.95,Remove,check that the properties have expected values,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1842,Obvious,0.9,Rewrite,make a copy of the ids at the current moment,# Take a snapshot of widget ids to avoid later mutation,repaired,Original was obvious; rewritten to explain purpose (preventing mutation),evaluation,deepseek-v3
1843,Not a smell,0.85,No Change,python 2,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1844,Not a smell,0.95,No Change,Use Kv because RecycleView cannot be constructed from python,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1845,Beautification,0.9,Remove,|---|  | 0 |  |---|,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1846,Not a smell,0.9,No Change,|---|---|---|  | 0 | 1 | 2 |  |---|---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1847,Not a smell,0.7,No Change,|---|---|---|  | 2 | 1 | 0 |  |---|---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1848,Beautification,0.95,Remove,|---|  | 0 |  |---|  | 1 |  |---|  | 2 |  |---|,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1849,Beautification,0.9,Remove,|---|  | 2 |  |---|  | 1 |  |---|  | 0 |  |---|,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1850,Not a smell,0.95,No Change,|---|---|  | 0 | 1 |  |---|---|  | 2 |  |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1851,Not a smell,0.95,No Change,|---|  | 2 |  |---|---|  | 0 | 1 |  |---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1852,Not a smell,0.95,No Change,|---|---|  | 1 | 0 |  |---|---|      | 2 |      |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1853,Not a smell,0.95,No Change,|---|      | 2 |  |---|---|  | 1 | 0 |  |---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1854,Not a smell,0.765,No Change,|---|---|  | 0 | 2 |  |---|---|  | 1 |  |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1855,Not a smell,0.95,No Change,|---|---|  | 2 | 0 |  |---|---|      | 1 |      |---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1856,Not a smell,0.95,No Change,|---|  | 1 |  |---|---|  | 0 | 2 |  |---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1857,Not a smell,0.95,No Change,|---|      | 1 |  |---|---|  | 2 | 0 |  |---|---|,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1858,Nonlocal info,0.5737,Move,mypy error: error: Module 'sklearn.svm' has no attribute '_libsvm'  (and same for other imports),,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1859,Not a smell,0.95,No Change,get 1vs1 weights for all n*(n-1) classifiers.  this is somewhat messy.  shape of dual_coef_ is nSV * (n_classes -1)  see docs for details,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1860,Not a smell,0.95,No Change,XXX we could do preallocation of coef but  would have to take care in the sparse case,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1861,Misleading,0.95,Rewrite,SVs for class1:,SVs for class2:,repaired,Original comment incorrectly said 'SVs for class1:' when it refers to class2.,evaluation,deepseek-v3
1862,Obvious,0.95,Rewrite,SVs for class1:,SVs for class2:,repaired,Comment incorrectly says 'class1' but should refer to class2 as it extracts support vectors for class2.,evaluation,deepseek-v3
1863,Obvious,0.95,Rewrite,dual coef for class1 SVs:,Dual coefficients from the (class2 vs class1) classifier for class1's support vectors.,repaired,Original was obvious; added context about which classifier the coefficients belong to.,evaluation,deepseek-v3
1864,Obvious,0.95,Rewrite,dual coef for class2 SVs:,Dual coefficients for class2 support vectors.,repaired,Rewrote to be more readable while removing the obvious colon and keeping the description faithful.,evaluation,deepseek-v3
1865,Obvious,0.95,Rewrite,build weight for class1 vs class2,Compute primal coefficient for the one-vs-one classifier between class1 and class2.,repaired,More descriptive than restating code; adds context about primal coefficient.,evaluation,deepseek-v3
1866,Nonlocal info,0.675,Move,The order of these must match the integer values in LibSVM.  XXX These are actually the same in the dense case. Need to factor  this out.,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1867,Not a smell,0.95,No Change,Used by cross_val_score.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1868,Task,0.95,Remove,TODO: Remove in 1.1  mypy error: Decorated property not supported,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1869,Obvious,0.95,Remove,input validation,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1870,Nonlocal info,0.4462,Move,unused but needs to be a float for cython code that ignores  it anyway,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1871,Not a smell,0.95,No Change,var = E[X^2] - E[X]^2 if sparse,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1872,Nonlocal info,0.9,Move,see comment on the other call to np.iinfo in this file,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1873,Not a smell,0.95,No Change,"In binary case, we need to flip the sign of coef, intercept and  decision function. Use self._intercept_ and self._dual_coef_  internally.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1874,Nonlocal info,0.5737,Move,"Since, in the case of SVC and NuSVC, the number of models optimized by  libSVM could be greater than one (depending on the input), `n_iter_`  stores an ndarray.  For the other sub-classes (SVR, NuSVR, and OneClassSVM), the number of  models optimized by libSVM is always one, so `n_iter_` stores an  integer.",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1875,Not a smell,0.9,No Change,XXX this is ugly.  Regression models should not have a class_weight_ attribute.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1876,Task,0.9,Remove,you must store a reference to X to compute the kernel in predict  TODO: add keyword copy to copy on demand,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1877,Not a smell,0.95,No Change,we don't pass **self.get_params() to allow subclasses to  add other parameters to __init__,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1878,Not a smell,0.95,No Change,regression,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1879,Not a smell,0.95,No Change,Precondition: X is a csr_matrix of dtype np.float64.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1880,Not a smell,0.95,No Change,C is not useful here,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1881,Not a smell,0.95,No Change,"in the case of precomputed kernel given as a function, we  have to compute explicitly the kernel matrix",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1882,Not a smell,0.95,No Change,NOTE: _validate_for_predict contains check for is_fitted  hence must be placed before any other attributes are used.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1883,Not a smell,0.95,No Change,"In binary case, we need to flip the sign of coef, intercept and  decision function.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1884,Not a smell,0.8075,No Change,Fixes https://nvd.nist.gov/vuln/detail/CVE-2020-28975  Check that _n_support is consistent with support_vectors,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1885,Not a smell,0.95,No Change,"coef_ being a read-only property, it's better to mark the value as  immutable to avoid hiding potential bugs for the unsuspecting user.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
